1496374263.456852,0.0,0.174,0.081,4.057,0.0,0.0,0.0
1496374263.5354493,0.0,0.173,0.078,4.058,0.0,0.0,0.0
1496374263.588849,0.0,0.174,0.075,4.059,0.0,0.0,0.0
1496374263.6508563,0.0,0.174,0.072,4.058,0.0,0.0,0.0
1496374263.7129111,0.0,0.177,0.068,4.059,0.0,0.0,0.0
1496374263.778175,0.0,0.176,0.065,4.06,0.0,0.0,0.0
1496374263.8432071,0.0,0.176,0.063,4.06,0.0,0.0,0.0
1496374263.90848,0.0,0.176,0.061,4.059,0.0,0.0,0.0
1496374263.9733431,0.0,0.176,0.059,4.058,0.0,0.0,0.0
1496374264.039189,0.0,0.175,0.057,4.06,0.0,0.0,0.0
1496374264.103697,0.0,0.174,0.056,4.06,0.0,0.0,0.0
1496374264.168965,0.0,0.173,0.062,4.06,0.0,0.0,0.0
1496374264.2352982,0.0,0.172,0.064,4.062,0.0,0.0,0.0
1496374264.300367,0.0,0.173,0.068,4.063,0.0,0.0,0.0
1496374264.364235,0.0,0.174,0.066,4.063,0.0,0.0,0.0
1496374264.429519,0.0,0.173,0.066,4.062,0.0,0.0,0.0
1496374264.494442,0.0,0.173,0.07,4.062,0.0,0.0,0.0
1496374264.576491,0.0,0.179,0.082,4.061,0.0,0.0,0.0
1496374264.624726,0.0,0.178,0.085,4.063,0.0,0.0,0.0
1496374264.690018,0.0,0.175,0.083,4.064,0.0,0.0,0.0
1496374264.756892,0.0,0.173,0.08,4.064,0.0,0.0,0.0
1496374264.826565,0.0,0.175,0.092,4.067,0.0,0.0,0.0
1496374264.885971,0.0,0.179,0.105,4.069,0.0,0.0,0.0
1496374264.950686,0.0,0.18,0.101,4.069,0.0,0.0,0.0
1496374265.0157042,0.0,0.186,0.098,4.069,0.0,0.0,0.0
1496374265.081145,0.0,0.183,0.101,4.071,0.0,0.0,0.0
1496374265.146388,0.0,0.183,0.11,4.072,0.0,0.0,0.0
1496374265.211144,0.0,0.183,0.109,4.073,0.0,0.0,0.0
1496374265.2761579,0.0,0.185,0.105,4.073,0.0,0.0,0.0
1496374265.3414,0.0,0.183,0.102,4.076,0.0,0.0,0.0
1496374265.409702,0.0,0.184,0.1,4.077,0.0,0.0,0.0
1496374265.474896,0.0,0.185,0.103,4.081,0.0,0.0,0.0
1496374265.536892,0.0,0.184,0.101,4.084,0.0,0.0,0.0
1496374265.6022727,0.0,0.181,0.1,4.084,0.0,0.0,0.0
1496374265.6671698,0.0,0.181,0.111,4.085,0.0,0.0,0.0
1496374265.73242,0.0,0.179,0.121,4.085,0.0,0.0,0.0
1496374265.797669,0.0,0.178,0.122,4.085,0.0,0.0,0.0
1496374265.863642,0.0,0.175,0.12,4.087,0.0,0.0,0.0
1496374265.92781,0.0,0.174,0.126,4.088,0.0,0.0,0.0
1496374265.993376,0.0,0.178,0.126,4.087,0.0,0.0,0.0
1496374266.057964,0.0,0.176,0.131,4.088,0.0,0.0,0.0
1496374266.1238089,0.0,0.177,0.129,4.089,0.0,0.0,0.0
1496374266.188472,0.0,0.175,0.123,4.091,0.0,0.0,0.0
1496374266.2536082,0.0,0.178,0.131,4.091,0.0,0.0,0.0
1496374266.3183873,0.0,0.175,0.126,4.095,0.0,0.0,0.0
1496374266.384236,0.0,0.175,0.12,4.097,0.0,0.0,0.0
1496374266.450059,0.0,0.172,0.114,4.095,0.0,0.0,0.0
1496374266.514873,0.0,0.172,0.119,4.095,0.0,0.0,0.0
1496374266.579061,0.0,0.169,0.113,4.096,0.0,0.0,0.0
1496374266.644518,0.0,0.172,0.108,4.098,0.0,0.0,0.0
1496374266.709259,0.0,0.172,0.109,4.101,0.0,0.0,0.0
1496374266.774722,0.0,0.17,0.121,4.101,0.0,0.0,0.0
1496374266.840726,0.0,0.169,0.122,4.103,0.0,0.0,0.0
1496374266.906853,0.0,0.168,0.123,4.105,0.0,0.0,0.0
1496374266.969943,0.0,0.168,0.124,4.107,0.0,0.0,0.0
1496374267.035331,0.0,0.167,0.123,4.107,0.0,0.0,0.0
1496374267.100605,0.0,0.165,0.126,4.109,0.0,0.0,0.0
1496374267.167149,0.0,0.168,0.125,4.111,0.0,0.0,0.0
1496374267.230501,0.0,0.169,0.12,4.112,0.0,0.0,0.0
1496374267.295816,0.0,0.168,0.12,4.115,0.0,0.0,0.0
1496374267.360664,0.0,0.169,0.115,4.117,0.0,0.0,0.0
1496374267.426213,0.0,0.169,0.119,4.117,0.0,0.0,0.0
1496374267.490829,0.0,0.177,0.116,4.119,0.0,0.0,0.0
